timestamp,src_ip,qname,qtype
1760873837.5220923,10.0.0.20,ntp.ubuntu.com,28
1760873837.5228145,10.0.0.20,ntp.ubuntu.com,28
1760873837.5268238,10.0.0.20,ntp.ubuntu.com,1
1760873837.5277004,10.0.0.20,ntp.ubuntu.com,1
1760873837.5285158,10.0.0.20,ntp.ubuntu.com,28
1760873837.5292568,10.0.0.20,ntp.ubuntu.com,28
1760873837.532949,10.0.0.20,ntp.ubuntu.com,1
1760873837.5338404,10.0.0.20,ntp.ubuntu.com,1
1760873837.5346346,10.0.0.20,ntp.ubuntu.com,28
1760873837.5354347,10.0.0.20,ntp.ubuntu.com,28
1760873837.5396752,10.0.0.20,ntp.ubuntu.com,1
1760873837.540378,10.0.0.20,ntp.ubuntu.com,1
1760873837.5410788,10.0.0.20,ntp.ubuntu.com,28
1760873837.541709,10.0.0.20,ntp.ubuntu.com,28
1760873837.5452101,10.0.0.20,ntp.ubuntu.com,1
1760873837.5458882,10.0.0.20,ntp.ubuntu.com,1
1760873837.5465891,10.0.0.20,ntp.ubuntu.com,28
1760873837.5472758,10.0.0.20,ntp.ubuntu.com,28
1760873837.5511508,10.0.0.20,ntp.ubuntu.com,1
1760873837.5519674,10.0.0.20,ntp.ubuntu.com,28
1760873837.5526836,10.0.0.20,ntp.ubuntu.com,1
1760873837.5533586,10.0.0.20,ntp.ubuntu.com,28
1760873837.5569413,10.0.0.20,ntp.ubuntu.com,1
1760873837.557628,10.0.0.20,ntp.ubuntu.com,28
1760873837.5583267,10.0.0.20,ntp.ubuntu.com,1
1760873837.559011,10.0.0.20,ntp.ubuntu.com,28
1760873837.5627055,10.0.0.20,ntp.ubuntu.com,1
1760873837.5633893,10.0.0.20,ntp.ubuntu.com,28
1760873837.5642202,10.0.0.20,ntp.ubuntu.com,1
1760873837.5649004,10.0.0.20,ntp.ubuntu.com,28
1760873837.5683184,10.0.0.20,ntp.ubuntu.com,1
1760873837.569511,10.0.0.20,ntp.ubuntu.com,28
1760873837.5702357,10.0.0.20,ntp.ubuntu.com,1
1760873837.5709872,10.0.0.20,ntp.ubuntu.com,28
1760873837.5749438,10.0.0.20,ntp.ubuntu.com,1
1760873837.5757437,10.0.0.20,ntp.ubuntu.com,1
1760873837.5764658,10.0.0.20,ntp.ubuntu.com,28
1760873837.577143,10.0.0.20,ntp.ubuntu.com,28
1760873837.58064,10.0.0.20,ntp.ubuntu.com,1
1760873837.5813348,10.0.0.20,ntp.ubuntu.com,28
1760873837.5819705,10.0.0.20,ntp.ubuntu.com,1
1760873837.5826895,10.0.0.20,ntp.ubuntu.com,28
1760873837.5842664,10.0.0.20,ntp.ubuntu.com,1
1760873837.58537,10.0.0.20,ntp.ubuntu.com,1
1760873837.586064,10.0.0.20,ntp.ubuntu.com,1
1760873837.5866985,10.0.0.20,ntp.ubuntu.com,1
1760873837.5873616,10.0.0.20,ntp.ubuntu.com,1
1760873837.5882025,10.0.0.20,ntp.ubuntu.com,1
1760873837.5894902,10.0.0.20,ntp.ubuntu.com,1
1760873837.5912015,10.0.0.20,ntp.ubuntu.com,1
1760873837.594862,10.0.0.20,ntp.ubuntu.com,1
1760873837.595738,10.0.0.20,ntp.ubuntu.com,1
1760873837.5964563,10.0.0.20,ntp.ubuntu.com,1
1760873837.5971596,10.0.0.20,ntp.ubuntu.com,1
1760873837.5978649,10.0.0.20,ntp.ubuntu.com,1
1760873846.8075044,10.0.0.20,www.gamer.no,1
1760873846.8089883,10.0.0.20,www.gamer.no,1
1760873853.7620397,10.0.0.20,connectivity-check.ubuntu.com,1
1760873853.7632396,10.0.0.20,connectivity-check.ubuntu.com,1
1760873853.765684,10.0.0.20,connectivity-check.ubuntu.com,1
1760873853.7663262,10.0.0.20,connectivity-check.ubuntu.com,28
1760873853.7668695,10.0.0.20,connectivity-check.ubuntu.com,1
1760873853.767832,10.0.0.20,connectivity-check.ubuntu.com,28
1760873853.771181,10.0.0.20,connectivity-check.ubuntu.com,1
1760873853.7719727,10.0.0.20,connectivity-check.ubuntu.com,28
1760873853.772654,10.0.0.20,connectivity-check.ubuntu.com,1
1760873853.7733753,10.0.0.20,connectivity-check.ubuntu.com,28
1760873867.6669664,10.0.0.20,ntp.ubuntu.com,1
1760873867.6706438,10.0.0.20,ntp.ubuntu.com,1
1760873867.6729293,10.0.0.20,ntp.ubuntu.com,28
1760873867.6761694,10.0.0.20,ntp.ubuntu.com,28
1760873867.693439,10.0.0.20,ntp.ubuntu.com,1
1760873867.7016845,10.0.0.20,ntp.ubuntu.com,1
1760873867.704795,10.0.0.20,ntp.ubuntu.com,28
1760873867.7066777,10.0.0.20,ntp.ubuntu.com,28
1760873867.7188509,10.0.0.20,ntp.ubuntu.com,1
1760873867.7202315,10.0.0.20,ntp.ubuntu.com,28
1760873867.7210476,10.0.0.20,ntp.ubuntu.com,1
1760873867.721786,10.0.0.20,ntp.ubuntu.com,28
1760873867.7256496,10.0.0.20,ntp.ubuntu.com,1
1760873867.7270226,10.0.0.20,ntp.ubuntu.com,28
1760873867.7286248,10.0.0.20,ntp.ubuntu.com,1
1760873867.7305272,10.0.0.20,ntp.ubuntu.com,28
1760873867.7372417,10.0.0.20,ntp.ubuntu.com,1
1760873867.737953,10.0.0.20,ntp.ubuntu.com,28
1760873867.738647,10.0.0.20,ntp.ubuntu.com,1
1760873867.7393553,10.0.0.20,ntp.ubuntu.com,28
1760873867.7469838,10.0.0.20,ntp.ubuntu.com,1
1760873867.7483747,10.0.0.20,ntp.ubuntu.com,1
1760873867.7490942,10.0.0.20,ntp.ubuntu.com,28
1760873867.7498143,10.0.0.20,ntp.ubuntu.com,28
1760873867.753407,10.0.0.20,ntp.ubuntu.com,1
1760873867.754147,10.0.0.20,ntp.ubuntu.com,28
1760873867.754876,10.0.0.20,ntp.ubuntu.com,1
1760873867.7557218,10.0.0.20,ntp.ubuntu.com,28
1760873867.7591248,10.0.0.20,ntp.ubuntu.com,1
1760873867.7602735,10.0.0.20,ntp.ubuntu.com,1
1760873867.7609794,10.0.0.20,ntp.ubuntu.com,28
1760873867.7616727,10.0.0.20,ntp.ubuntu.com,28
1760873867.765456,10.0.0.20,ntp.ubuntu.com,1
1760873867.7661552,10.0.0.20,ntp.ubuntu.com,1
1760873867.7667496,10.0.0.20,ntp.ubuntu.com,28
1760873867.767472,10.0.0.20,ntp.ubuntu.com,28
1760873867.7711601,10.0.0.20,ntp.ubuntu.com,1
1760873867.771992,10.0.0.20,ntp.ubuntu.com,1
1760873867.7730803,10.0.0.20,ntp.ubuntu.com,28
1760873867.7737794,10.0.0.20,ntp.ubuntu.com,28
1760873867.7774124,10.0.0.20,ntp.ubuntu.com,1
1760873867.7781186,10.0.0.20,ntp.ubuntu.com,28
1760873867.7788107,10.0.0.20,ntp.ubuntu.com,1
1760873867.7796605,10.0.0.20,ntp.ubuntu.com,28
1760873867.783466,10.0.0.20,ntp.ubuntu.com,1
1760873867.784251,10.0.0.20,ntp.ubuntu.com,28
1760873867.7854218,10.0.0.20,ntp.ubuntu.com,1
1760873867.7861128,10.0.0.20,ntp.ubuntu.com,28
1760873867.7898202,10.0.0.20,ntp.ubuntu.com,1
1760873867.7905111,10.0.0.20,ntp.ubuntu.com,1
1760873867.79121,10.0.0.20,ntp.ubuntu.com,28
1760873867.791987,10.0.0.20,ntp.ubuntu.com,28
1760873867.7953832,10.0.0.20,ntp.ubuntu.com,1
1760873867.7962897,10.0.0.20,ntp.ubuntu.com,28
1760873867.7974386,10.0.0.20,ntp.ubuntu.com,1
1760873867.7981975,10.0.0.20,ntp.ubuntu.com,28
1760873867.8018017,10.0.0.20,ntp.ubuntu.com,1
1760873867.8026412,10.0.0.20,ntp.ubuntu.com,28
1760873867.803669,10.0.0.20,ntp.ubuntu.com,1
1760873867.8043973,10.0.0.20,ntp.ubuntu.com,28
1760873867.8079448,10.0.0.20,ntp.ubuntu.com,1
1760873867.8086483,10.0.0.20,ntp.ubuntu.com,1
1760873867.8096988,10.0.0.20,ntp.ubuntu.com,28
1760873867.810435,10.0.0.20,ntp.ubuntu.com,28
1760873867.8140936,10.0.0.20,ntp.ubuntu.com,1
1760873867.8149488,10.0.0.20,ntp.ubuntu.com,1
1760873867.8158157,10.0.0.20,ntp.ubuntu.com,28
1760873867.8165503,10.0.0.20,ntp.ubuntu.com,28
1760873867.820187,10.0.0.20,ntp.ubuntu.com,1
1760873867.8209176,10.0.0.20,ntp.ubuntu.com,1
1760873867.82166,10.0.0.20,ntp.ubuntu.com,28
1760873867.8242407,10.0.0.20,ntp.ubuntu.com,28
1760873867.8290436,10.0.0.20,ntp.ubuntu.com,1
1760873867.8297923,10.0.0.20,ntp.ubuntu.com,1
1760873867.830561,10.0.0.20,ntp.ubuntu.com,1
1760873867.8316393,10.0.0.20,ntp.ubuntu.com,1
1760873867.832392,10.0.0.20,ntp.ubuntu.com,1
1760873867.833142,10.0.0.20,ntp.ubuntu.com,1
1760873867.8338451,10.0.0.20,ntp.ubuntu.com,1
1760873867.834537,10.0.0.20,ntp.ubuntu.com,28
1760873867.8352592,10.0.0.20,ntp.ubuntu.com,1
1760873867.8361096,10.0.0.20,ntp.ubuntu.com,1
1760873867.838592,10.0.0.20,ntp.ubuntu.com,1
1760873867.8438656,10.0.0.20,ntp.ubuntu.com,1
1760873867.8445852,10.0.0.20,ntp.ubuntu.com,1
1760873867.8452811,10.0.0.20,ntp.ubuntu.com,28
1760873867.8459697,10.0.0.20,ntp.ubuntu.com,28
1760873867.8482602,10.0.0.20,ntp.ubuntu.com,1
1760873867.8489783,10.0.0.20,ntp.ubuntu.com,1
1760873867.8496766,10.0.0.20,ntp.ubuntu.com,1
1760873867.85361,10.0.0.20,ntp.ubuntu.com,1
1760873867.8543074,10.0.0.20,ntp.ubuntu.com,28
1760873867.854979,10.0.0.20,ntp.ubuntu.com,1
